name_x,id,episode_id,season_number,episode_number,air_date,name_y,overview,vote_average,vote_count
Star Trek: Voyager,1855,113133,3,17,1997-02-12,Unity,"Stardate: 50614.2. During an away mission, Chakotay discovers a Federation hailing signature coming from an alien planet. After landing, he learns that all is not peaceful, and those helping him have not been entirely honest about their true origins.",7.0,21
Star Trek: Voyager,1855,113134,3,18,1997-02-19,Darkling,"Stardate: 50693.2. When the doctor tries to improve his personality by incorporating the psychological profiles of famous and historical people, he is overwhelmed by their dark sides and begins exhibiting signs of a split personality, one the regular doctor, and the other dark and evil. Kes asks to leave Voyager when they encounter a race with vast knowledge of the region of space they are currently exploring.",5.8,15
Star Trek: Voyager,1855,113135,3,19,1997-02-26,Rise,"Stardate: Unknown. Neelix is pushed to the limits when Tuvok's attitude becomes too much to bear while the pair is on an away mission to help evacuate a Nezu planet, which is being bombarded with asteroids.",5.9,16
Star Trek: Voyager,1855,113140,3,20,1997-03-19,Favorite Son,"Stardate: 50732.4. Harry Kim experiences strong senses of deja vu in an unknown region of space. He soon learns that he is native to this region and that he is T'Karian, not human.",5.1,16
Star Trek: Voyager,1855,113151,3,21,1997-04-09,Before and After,"Stardate: 50973. Kes begins traveling backwards through time from the moment of her death. With each shift, she comes closer to a solution but she also grows months and years younger at a time.",6.7,19
Star Trek: Voyager,1855,113152,3,22,1997-04-23,Real Life,"Stardate: 50863.2. The Doctor decides he should create a holographic family in order to expand himself. When B'Elanna is disgusted by its unrealistic perfectionism, she alters the program to include random events and outcomes with interesting and devastating results.",6.7,18
Star Trek: Voyager,1855,113153,3,23,1997-04-30,Distant Origin,"Stardate: Unknown. An alien palaeontologist discovers a common ancestral link between his people and humans. He believes that this proves that his people (the Voth) evolved on Earth and migrated to the Delta Quadrant millions of years ago, but his government is not as willing to believe his interpretation of the evidence.",7.3,19
Star Trek: Voyager,1855,113154,3,24,1997-05-07,Displaced,Stardate: 50912.4. Crew members are replaced one-by-one with aliens from an unknown race.,7.1,18
Star Trek: Voyager,1855,113155,3,25,1997-05-14,Worst Case Scenario,Stardate: 50953.4. B'Elanna Torres discovers a holodeck program where Chakotay and the Maquis rebel against Janeway.,7.4,18
Star Trek: Voyager,1855,113156,3,26,1997-05-21,"Scorpion, Part 1","Stardate: 50984.3. Voyager finally enters Borg space, only to discover a threat more powerful than the Borg themselves.",8.1,17
Star Trek: Voyager,1855,113194,4,1,1997-09-03,"Scorpion, Part 2","Stardate: 51003.7. The crew of Voyager come up with a solution to the Borg's problem, and are willing to share it with them if they grant safe passage to the ship and its crew. In order to help with the negotiations, the Borg send over a drone designated Seven of Nine as a representative of the collective.",7.9,18
Star Trek: Voyager,1855,113159,4,2,1997-09-10,The Gift,"Stardate: Unknown. Kes' telekinetic powers grow to such a point where she can no longer control them. In order to prevent Voyager from being destroyed, she must leave the ship.",7.2,19
Star Trek: Voyager,1855,113160,4,3,1997-09-17,Day of Honor,"Stardate: Unknown. When B'Elanna faces the Klingon Day of Honor she must retrieve the warp core with Tom Paris, which Voyager had ejected. When the shuttle is attacked, B'Elanna and Tom are left floating adrift in space in environmental suits. Believing they are about to die, B'Elanna does the only honorable thing she can do, and reveals her true feelings towards Tom.",6.1,17
Star Trek: Voyager,1855,113162,4,4,1997-09-24,Nemesis,"Stardate: 51082.4. Chakotay is stranded on a planet where two races are trying to wipe each other out in a massive, planet-wide war.",6.4,19
Star Trek: Voyager,1855,113163,4,5,1997-10-01,Revulsion,"Stardate: 51186.2. When Seven of Nine and Kim work together in the new Astrometrics Lab, Seven interprets Kim's attitude towards her as a romantic invitation, and Seven is keen to explore her new feelings.",6.6,17
Star Trek: Voyager,1855,113164,4,6,1997-10-08,The Raven,"Stardate: Unknown. When Seven of Nine believes that she is being contacted by the Borg, she leaves Voyager only to discover the remains of a cube that she believes was the vessel on which she was first assimilated as a little girl.",6.5,18
Star Trek: Voyager,1855,113165,4,7,1997-10-29,Scientific Method,"Stardate: 51244.3. When the crew begins suffering from stranger illnesses with each passing hour, Seven of Nine is the only one who is able to expose the threat to the crew.",7.3,18
Star Trek: Voyager,1855,113166,4,8,1997-11-05,"Year of Hell, Part 1",Stardate: 51268.4. Voyager comes under attack from a Krenim Temporal Ship that alters the course of evolution by wiping out entire species from the timeline.,8.1,20
Star Trek: Voyager,1855,113195,4,9,1997-11-12,"Year of Hell, Part 2","Stardate: 51425.4. With most of the crew having abandoned Voyager and only a skeleton crew remaining, the crew realize that to stop the Krenim ship from altering history any further, they need allies. They soon realize that the price of history is higher than any of them could have possibly imagined.",7.7,20
Star Trek: Voyager,1855,113167,4,10,1997-11-19,Random Thoughts,"Stardate: 51367.2. The crew takes shore leave on a planet inhabited by a telepathic species that have forbidden all violent thoughts and actions. B'Elanna is arrested when she thinks of retaliation to an incident, but a surprising discovery is made when Tuvok starts investigating.",6.0,18
Star Trek: Voyager,1855,113168,4,11,1997-11-26,Concerning Flight,"Stardate: 51386.4. When pirates steal some of Voyager's technology, Janeway and Tuvok search their home world and discover her holographic Leonardo Da Vinci who helps them in their search.",5.7,18
Star Trek: Voyager,1855,113169,4,12,1997-12-17,Mortal Coil,"Stardate: 51449.2. Neelix is killed during an away mission, but is revived when Seven of Nine modifies Borg technology to revive him. Soon, he begins to question all that he has been taught about the afterlife.",6.1,18
Star Trek: Voyager,1855,113171,4,13,1998-01-14,Waking Moments,"Stardate: 51471.3. The crew is 'attacked' by a species of alien that live in the human dream state. It is up to Chakotay, with extensive knowledge about the dream state, to save the ship and its crew.",6.9,19
Star Trek: Voyager,1855,113172,4,14,1998-01-21,Message in a Bottle,"Stardate: Unknown. The crew discover an ancient communications relay that extents to the Alpha Quadrant. They are able to send the Doctor through to a Federation ship at the other end, the experimental U.S.S. Prometheus, only to discover that it has been taken over by Romulans.",7.9,21
Star Trek: Voyager,1855,113176,4,15,1998-02-11,Hunters,"Stardate: 51501.4. Voyager starts receiving messages from Starfleet through the communications network, now that they know that the crew is alive in the Delta Quadrant. Some bad news is received by some of the crew, particularly Captain Janeway among others. After a short while, the messages become lodged in one of the modules, and the crew must retrieve them. Shortly, they are crudely introduced to a new enemy, the Hirogen, who seek nothing more than to kill victims for the thrill of the hunt, and Voyager is their next target.",6.7,18
Star Trek: Voyager,1855,113177,4,16,1998-02-18,Prey,"Stardate: 51652.3. When Voyager encounters a disabled Hirogen ship with a wounded Hirogen aboard, Captain Janeway beams him aboard. Soon, the prey being hunted by this particular Hirogen, a member of Species 8472, boards the ship. The only immediate solution is to let the Hirogen loose on the ship to attack it prey.",7.1,19
Star Trek: Voyager,1855,113178,4,17,1998-02-25,Retrospect,"Stardate: 51658.2. While re-fitting Voyager's systems with newly traded weapons, Seven of Nine claims to have been assaulted by Kovin, the weapons dealer. The Doctor soon makes a surprising discovery about the situation.",6.4,18
Star Trek: Voyager,1855,113179,4,18,1998-03-04,"The Killing Game, Part 1","Stardate: Unknown. When the Hirogen capture and board Voyager they discover that the holodeck can be used to improve the hunt by putting the prey through different situations and locations. In one situation, Captain Janeway, Torres, Tuvok and Seven of Nine are members of the French resistance in occupied France with the Hirogen in roles as Nazi SS Officers. Since the crew was implanted with subdermal transmitters, they have no idea that this is on the holodeck, and they think it's real. It is up to the Doctor in sickbay who is forced to heal the injured to disable the devices and help the crew escape.",7.1,18
Star Trek: Voyager,1855,113196,4,19,1998-03-04,"The Killing Game, Part 2",Stardate: 51715.2. The crew must find a way to defeat the Hirogen and reclaim Voyager.,7.0,18
Star Trek: Voyager,1855,113180,4,20,1998-04-08,Vis à Vis,Stardate: 51762.4. An alien test pilot who has the capability of switching bodies manages to take Tom's place aboard Voyager in order to escape the law.,5.7,17
Star Trek: Voyager,1855,113182,4,21,1998-04-15,The Omega Directive,"Stardate: 51781.2. Voyager is forced out of warp by the detection of a dangerous and powerful particle called 'Omega' which only Janeway and Seven of Nine know about on board the ship. Due to the nature of the particle, only Starfleet Captains are informed and are ordered to destroy it at all costs, as it has the power to destroy subspace. Janeway must enlist the help of the senior crew on a need-to-know basis in order to destroy it safely.",6.8,17
Star Trek: Voyager,1855,113184,4,22,1998-04-22,Unforgettable,"Stardate: Unknown. An alien woman who requests asylum on board Voyager claims that she was onboard the ship a month ago, and she fell in love with Chakotay.",5.6,17
Star Trek: Voyager,1855,113186,4,23,1998-04-29,Living Witness,Stardate: Unknown. 700 years into the future the Doctor must defend the crew of Voyager and set history straight when an alien race claims that the Warship Voyager was responsible for war crimes commited against their race.,8.0,19
Star Trek: Voyager,1855,954488,4,24,1998-05-06,Demon,"Stardate: Unknown. In search of the vital chemical deuterium essential to Voyager's energy supplies, they discover a 'Demon' planet with reserves large enough to replenish the ship. Ensign Kim and Tom Paris take a shuttlecraft down to the planet's surface in environmental suits. Soon they are found on the planet with no suits, and the ship's atmosphere becomes poisonous to them.",6.3,18
Star Trek: Voyager,1855,113189,4,25,1998-05-13,One,"Stardate: 51929.3. When Voyager encounters a deadly radioactive nebula, Captain Janeway decides to save time by going through it and placing the crew in protective stasis with only Seven of Nine and the Doctor left to protect the ship. Seven soon starts experiencing hallucinations when an alien wants to trade vital supplies.",7.5,18
Star Trek: Voyager,1855,113192,4,26,1998-05-20,Hope and Fear,"Stardate: 51978.2. An alien translator by the name of Arturis is able to finally decode the Starfleet message received by Voyager five months ago. It tells them to go to a new type of ship waiting for them with an engine system faster than warp drive, which is capable of bringing them home within three months.",7.4,18
Star Trek: Voyager,1855,113198,5,1,1998-10-14,Night,Stardate: 52081.2. Voyager comes to the aid of a warring species as Captain Janeway reflects on the decisions she has made during their time in the Delta Quadrant and their outcomes.,7.1,19
Star Trek: Voyager,1855,113200,5,2,1998-10-21,Drone,Stardate: Unknown. A transporter accident merges some of Seven Of Nine's Borg nanoprobes with the Doctor's 29th Century holo-emitter to create a 29th Century super-Borg.,7.6,22
Star Trek: Voyager,1855,113206,5,3,1998-10-28,Extreme Risk,"Stardate: Unknown. In order to retrieve a probe stuck in a hazardous atmosphere, Tom Paris designs a new type of shuttlecraft named the 'Delta Flyer'. Torres begins to exhibit reckless behavior by engaging in dangerous holodeck programs.",6.2,17
Star Trek: Voyager,1855,113207,5,4,1998-11-04,In the Flesh,"Stardate: Unknown. The crew of Voyager discover a simulation of Starfleet Headquarters being run by Species 8472 being used to practice launching an assault on the Alpha Quadrant. With the aid of regular doses of drugs, Species 8472 are able to shape-shift into human form.",7.4,21
